angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist,_RAJ2000,_DEJ2000,objName,S09,e_S09,q_S09,S18,e_S18,q_S18,Nd09,Nd18,X09,X18,RAJ2000,DEJ2000,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
0.253405,J064751.64+022443.6,101.9651914,+2.4121121,0.0365,0.0303,174.6,-0.334,0.115,2.043,1.929,2.571,2.007,1.849,,,0.026,0.013,0.232,0.208,0.194,1013103001351000002,hh00,0,nn20,UUAA,525,47,97,45,0.106,0.076802,101.96521,2.41218,0647516+022443,9.504,0.0228,3,2.061,0.0281,3,0,0,0,0,101.96521,2.41218,HD49293,06452+0228,Z06452+0228,18 MON,HR 2506,HD 49293,K0+IIIa,7.054,1.625,7.25,1.7,06 47 51.6493,+02 24 43.773,Star,6,47,51.6493,2,24,43.773,101.9652054,2.412159167
0.407975,J073928.61+174028.2,114.8692427,+17.6745015,0.0679,0.0446,27.0,-1.405,-0.886,1.029,1.008,2.019,1.201,1.147,,,0.065,0.018,0.292,0.218,0.186,1141118101351000001,HHHH,0,nnnn,UUAA,757,61,-610,43,0.248,0.365867,114.86916,17.67442,0739285+174027,22.31,0.261,3,5.124,0.0506,3,0,0,0,0,114.86916,17.67442,HD61338,07366+1747,F07365+1747,74 GEM,HR 2938,HD 61338,K5III,16.37,3.95,16.2,4.05,07 39 28.5925,+17 40 28.268,Variable star,7,39,28.5925,17,40,28.268,114.8691354,17.67451889
1.289008,J091549.79+564428.6,138.9574929,+56.7412968,0.0372,0.0258,136.0,-1.043,-0.384,1.434,1.372,2.474,1.674,1.421,,,0.029,0.012,0.272,0.168,0.218,1386156001351055811,HHHH,0,nnnn,UUAA,1672,40,-476,37,0.441,1.464208,138.95696,56.74109,0915496+564427,15.2,0.114,3,3.436,0.0179,3,0,0,0,0,138.95696,56.74109,HD79354,09121+5657,F09121+5656,17 UMA,HR 3660,HD 79354,K5III,11.81,2.787,11.5,2.77,09 15 49.7821,+56 44 29.064,Variable star,9,15,49.7821,56,44,29.064,138.9574254,56.74140667
0.229140,J094135.14+311640.1,145.3964567,+31.2778206,0.0489,0.0385,80.7,-0.387,0.546,1.887,1.711,3.069,2.135,1.976,,,0.030,0.015,0.222,0.172,0.200,1447131801351000001,HHHH,0,nnnn,UUAA,594,62,353,43,0.583,0.415335,145.39643,31.27788,0941351+311640,10.83,0.0706,3,2.456,0.0363,3,0,0,0,0,145.39643,31.27788,HD83787,09386+3130,F09386+3130,,HR 3850,HD 83787,K6III,8.166,2.318,7.93,2.2,09 41 35.1160,+31 16.40.142 2000.0,variable star,9,41,35.116,31,16,40.1422,145.3963167,31.27781728
0.976435,J080215.93+022005.6,120.5663862,+2.3348901,0.0360,0.0264,139.5,-1.166,-0.650,1.416,1.318,2.199,1.553,1.447,,,0.034,0.013,0.282,0.268,0.308,1210103001351007701,HHHH,0,nnnn,UUAA,876,44,270,34,1.209,0.591052,120.56626,2.33465,0802159+022004,16.71,0.00198,3,3.636,0.0288,3,0,0,0,0,120.56626,2.33465,HD66141,07596+0228,F07596+0228,,HR 3145,HD 66141,K2IIIb,12.12,2.854,12.2,2.91,08 02 15.9369,+02 20 04.454,Star in double system,8,2,15.9369,2,20,4.454,120.5664038,2.334570556
0.223590,J074014.67+382040.4,115.0611581,+38.3445805,0.0337,0.0268,123.5,-0.474,0.060,1.722,1.602,2.668,1.843,1.688,,,0.022,0.022,0.220,0.190,0.220,1155137801351058541,hh00,0,nn30,UUAA,1013,50,1115,46,0.474,0.232357,115.06114,38.34452,0740146+382040,12.33,0.108,3,2.837,0.0435,3,0,0,0,0,115.06114,38.34452,HD61294,07368+3827,F07368+3827,,HR 2935,HD 61294,M0III,9.12,2.276,9.11,2.36,07 40 14.6925,+38 20 40.339,Variable star,7,40,14.6925,38,20,40.339,115.0612188,38.34453861
0.232895,J001645.65+101441.0,4.1902183,+10.2447289,0.0258,0.0174,68.6,-1.067,-0.247,1.181,1.094,2.677,1.789,1.414,,,0.022,0.010,0.236,0.168,0.196,46110601351014490,hh00,1,nn30,UUAA,-761,45,-1790,46,0.370,0.302711,4.19024,10.24479,0016456+101441,19.2,0.0501,3,4.424,0.0542,3,0,0,0,0,4.19024,10.24479,HD1255,00141+0957,F00141+0958,,,HD 1255,M0III,13.87,3.552,13.7,3.53,00 16 45.6779,+10 14 41.201,Variable star,0,16,45.6779,10,14,41.201,4.190324583,10.24477806
0.734262,J001653.95+492743.0,4.2248279,+49.4619679,0.0136,0.0117,67.2,-0.348,0.228,1.615,1.481,2.989,2.047,1.789,,,0.009,0.015,0.256,0.176,0.226,46149901351008028,hh00,0,nn42,UUAA,42,24,250,24,0.215,0.568229,4.22495,49.46178,0016539+492742,13.03,0.0621,3,3.077,0.0429,3,0,0,0,0,4.22495,49.46178,HD1240,00142+4911,F00142+4911,,,HD 1240,M0III,9.54,2.481,9.88,2.48,00 16 53.9578,+49 27 42.894,Variable star,0,16,53.9578,49,27,42.894,4.224824167,49.461915
0.709794,J033034.47+475943.0,52.6436390,+47.9952829,0.0236,0.0154,146.4,-1.348,-0.801,1.165,1.067,1.916,1.243,1.054,,,0.018,0.013,0.254,0.162,0.190,517148401351022758,hh00,0,nn30,UUAA,-213,34,-114,34,0.393,0.456238,52.6437,47.99509,0330344+475942,21.4,0.0568,3,4.712,0.051,3,0,0,0,0,52.6437,47.99509,HD21552,03270+4749,Z03270+4749,SIG PER,HR 1052,HD 21552,K3III,16.02,3.8,16.1,3.73,03 30 34.4835,+47 59 42.778,Variable star,3,30,34.4835,47,59,42.778,52.64368125,47.99521611
0.998960,J074058.53+230106.6,115.2439023,+23.0185179,0.0252,0.0231,6.1,0.482,0.446,2.255,2.148,3.135,2.418,2.179,,,0.013,0.021,0.268,0.224,0.278,1156122701351042297,hh00,0,nn20,UUAA,1084,42,838,41,0.187,0.767993,115.24361,23.01845,0740584+230106,7.581,0.0345,3,1.798,0.0236,3,0,0,0,0,115.24361,23.01845,HD61603,07379+2308,F07380+2307,,HR 2951,HD 61603,K5III,6.092,1.356,5.82,1.48,07 40 58.5183,+23 01 06.696,Star,7,40,58.5183,23,1,6.696,115.2438263,23.01852667
0.594186,J045622.21+133051.4,74.0925559,+13.5142987,0.0287,0.0251,144.1,-0.831,-0.530,1.355,1.265,1.980,1.424,1.407,,,0.024,0.013,0.288,0.208,0.208,744113601351029401,dh00,0,nn10,UUAA,-764,42,-315,42,1.268,1.01531,74.09252,13.51446,0456222+133052,17.72,0.194,3,3.851,0.0205,3,0,0,0,0,74.09252,13.51446,HD31421,04535+1326,F04535+1326,OMI 2 ORI,HR 1580,HD 31421,K2-III,13.34,3.157,13.6,3.09,04 56 22.2744,+13 30 52.077,Star in double system,4,56,22.2744,13,30,52.077,74.09281,13.51446583
0.613128,J045659.61+330957.7,74.2484083,+33.1660534,0.0994,0.0798,128.2,-1.483,-2.666,-0.514,-0.758,-0.031,-0.676,-0.844,,,0.355,0.007,0.188,0.152,0.158,737133301351027230,HHHH,0,nnnn,UUBA,-169,109,862,103,0.264,0.538621,74.24826,33.16617,0456595+330958,118.3,0.438,3,26.27,0.321,3,0,0,0,0,74.24826,33.16617,HD31398,04537+3305,Z04537+3305,IOTA AUR,HR 1577,HD 31398,K3II,87.21,20.31,87.3,20.6,04 56 59.6187,+33 09 57.925,Variable star,4,56,59.6187,33,9,57.925,74.24841125,33.16609028
1.985078,J010845.64+861525.5,17.1902004,+86.2570837,0.0269,0.0176,59.1,-1.055,-0.391,1.554,1.451,2.355,1.887,1.656,,,0.020,0.018,0.316,0.200,0.238,199186301351032259,hh00,0,nn41,UUAA,-461,27,-250,31,0.704,1.287917,17.18225,86.25727,0108437+861526,14.97,0.0694,3,3.255,0.02,3,0,0,0,0,17.18225,86.25727,HD5848,01015+8559,F01015+8559,SAO 181,HR 285,HD 5848,K2II-III,10.78,2.601,11.2,2.57,01 08 44.8773,+86 15 25.525,Star,1,8,44.8773,86,15,25.525,17.18698875,86.25709028
0.302922,J025130.84+350334.4,42.8785073,+35.0595773,0.0469,0.0380,44.4,-1.830,-1.272,0.679,0.622,1.642,0.800,0.767,,,0.044,0.010,0.272,0.170,0.180,420134801351046931,hh00,0,nn01,UUAA,-248,47,174,41,0.507,0.679938,42.87861,35.05958,0251308+350334,31.98,0.0658,3,6.969,0.0853,3,0,0,0,0,42.87861,35.05958,HD17709,02484+3451,F02484+3451,17 PER,HR 843,HD 17709,K5.5III,23.24,5.635,22.8,5.45,02 51 30.8375,+35 03 35.068,Variable star,2,51,30.8375,35,3,35.068,42.87848958,35.05974111
0.264553,J002035.85+081124.8,5.1494102,+8.1902248,0.0363,0.0217,164.9,0.437,0.794,2.334,2.191,3.424,2.757,2.430,,,0.016,0.019,0.306,0.228,0.308,45107501351048824,hh00,0,nn40,UUAA,-56,38,-1094,45,0.518,0.216104,5.14948,8.19025,0020358+081124,7.444,0.0305,3,1.702,0.00579,3,0,0,0,0,5.14948,8.19025,HD1635,00180+0754,F00180+0754,41 PSC,HR 80,HD 1635,K3-III,5.21,1.402,5.29,1.29,00 20 35.8616,+08 11 24.977,Variable star,0,20,35.8616,8,11,24.977,5.149423333,8.190271389
0.585908,J002045.49+325440.3,5.1895667,+32.9111982,0.0261,0.0177,31.4,0.062,0.177,1.757,1.617,2.809,1.932,1.779,,,0.015,0.017,0.254,0.198,0.200,53133301351015357,HHHH,0,nnnn,UUAA,-28,28,268,28,0.424,0.402395,5.1897,32.91108,0020455+325439,11.88,0.0451,3,2.721,0.0183,3,0,0,0,0,5.1897,32.91108,HD1632,00181+3238,F00181+3237,,HR 79,HD 1632,K5III,9.099,2.121,9.02,2.2,00 20 45.5182,+32 54 40.271,Star,0,20,45.5182,32,54,40.271,5.189659167,32.91118639
0.296983,J011019.45+252726.9,17.5810823,+25.4574904,0.0301,0.0242,58.1,0.468,0.852,2.257,2.142,3.302,2.549,2.290,,,0.017,0.018,0.304,0.206,0.244,183125701351012641,hh00,0,nn11,UUAA,135,28,279,29,1.046,1.265034,17.58113,25.45742,0110194+252726,7.532,0.0361,3,1.732,0.0127,3,0,0,0,0,17.58113,25.45742,HD6953,01075+2511,F01075+2511,,HR 341,HD 6953,K7III,5.337,1.358,5.28,1.35,01 10 19.4513,+25 27 27.948,Star,1,10,19.4513,25,27,27.948,17.58104708,25.45776333
1.221081,J045832.90+014250.4,74.6371098,+1.7140038,0.0256,0.0144,92.9,-1.284,-0.696,1.348,1.252,2.158,1.504,1.342,,,0.018,0.015,0.276,0.220,0.284,741101501351044500,hh00,0,nn30,UUAA,520,35,-105,31,0.231,1.276841,74.63717,1.71367,0458329+014249,17.51,0.0894,3,3.86,0.0307,3,0,0,0,0,74.63717,1.71367,HD31767,04559+0138,F04559+0138,PI 6 ORI,HR 1601,HD 31767,K2-II,12.93,3.103,12.8,3.08,04 58 32.9019,+01 42 50.457,Variable star,4,58,32.9019,1,42,50.457,74.63709125,1.714015833
0.869654,J074318.81+285258.1,115.8283769,+28.8828202,0.0164,0.0150,88.9,-1.023,-0.404,1.556,1.487,2.328,1.799,1.736,,,0.013,0.014,0.320,0.192,0.202,1165128701351035990,HHHH,1,nnnn,UUAA,1898,33,-5,28,2.968,1.959469,115.82817,28.88298,0743187+285258,14.51,0.0255,3,3.165,0.0507,3,0,0,0,0,115.82817,28.88298,HD62044,07401+2900,F07402+2900,SIG GEM,HR 2973,HD 62044,K1III,11.72,2.531,12.4,2.47,07 43 18.7265,+28 53 00.635,Variable of RS CVn type,7,43,18.7265,28,53,0.635,115.8280271,28.88350972
0.762730,J065159.98+233606.2,102.9999230,+23.6017394,0.0312,0.0245,2.3,0.473,1.072,2.315,2.147,3.076,2.378,2.217,,,0.020,0.018,0.260,0.218,0.246,1023124201351000002,hh00,0,nn20,UUAA,1074,44,833,41,0.343,0.742511,102.9998,23.60156,0651599+233605,7.56,0.106,3,1.772,0.0522,3,0,0,0,0,102.9998,23.60156,HD49968,06489+2339,F06489+2339,,HR 2533,HD 49968,K5III,5.639,1.394,5.83,1.42,06 51 59.9867,+23 36 06.185,Star,6,51,59.9867,23,36,6.185,102.9999446,23.60171806
0.507826,J083135.69+180539.5,127.8987380,+18.0943115,0.0407,0.0336,159.1,-0.893,-0.242,1.408,1.252,,,,,,0.039,0.018,,,,1284118101351032650,hh00,0,nn10,UUAA,284,50,605,39,,0.576017,127.89871,18.09445,0831356+180540,17.32,0.144,3,4.056,0.102,3,0,0,0,0,127.89871,18.09445,HD72094,08287+1815,F08287+1815,THE CNC,HR 3357,HD 72094,K5III,13.69,2.982,13.2,3.08,08 31 35.7301,+18 05 39.913,Star in double system,8,31,35.7301,18,5,39.913,127.8988754,18.09442028
1.309551,J055931.76+541703.5,89.8823465,+54.2843238,0.0426,0.0202,101.9,-1.098,-0.479,1.380,1.381,2.039,1.523,1.380,,,0.031,0.019,0.250,0.166,0.232,893154501351020868,HHHH,0,nnnn,UUAA,1398,41,242,37,1.858,0.846736,89.88222,54.28468,0559317+541704,16.14,0.0618,3,3.477,0.0432,3,0,0,0,0,89.88222,54.28468,HD40035,05554+5416,F05554+5416,DEL AUR,HR 2077,HD 40035,K0-III,11.53,2.704,11.7,2.68,05 59 31.6366,+54 17 04.762,Star in double system,5,59,31.6366,54,17,4.762,89.88181917,54.28465611
0.254749,J042222.74+204917.2,65.5947675,+20.8214615,0.0277,0.0168,78.6,-1.498,-0.667,1.221,1.114,2.454,1.490,1.411,,,0.018,0.015,0.292,0.224,0.222,661121201351011673,hh00,0,nn10,UUAA,883,38,709,35,0.382,0.094761,65.59473,20.8214,0422227+204917,19.5,0.14,3,4.416,0.0738,3,0,0,0,0,65.59473,20.8214,HD27639,04194+2042,F04194+2042,,HR 1370,HD 27639,M0IIIab,13.75,3.41,13.7,3.65,04 22 22.7298,+20 49 17.097,Double or multiple star,4,22,22.7298,20,49,17.097,65.5947075,20.82141583
0.564456,J074406.92+254702.7,116.0288657,+25.7840872,0.0282,0.0152,168.3,-1.008,-0.189,1.589,1.500,2.583,1.738,1.746,,,0.016,0.013,0.244,0.210,0.210,1166125701351033101,hh00,0,nn41,UUAA,1586,44,100,42,0.298,0.708442,116.02875,25.78397,0744069+254702,13.74,0.0976,3,3.063,0.00571,3,0,0,0,0,116.02875,25.78397,HD62285,07410+2554,F07410+2554,76 GEM,HR 2983,HD 62285,K4.5III,10.82,2.407,10.9,2.47,07 44 06.9147,+25 47 02.972,Variable star,7,44,6.9147,25,47,2.972,116.0288113,25.78415889
0.700534,J085555.56+113733.3,133.9815387,+11.6259424,0.0269,0.0202,92.8,0.228,0.024,2.191,2.114,3.150,2.431,2.252,,,0.013,0.015,0.274,0.234,0.272,1344112101351007501,hhh0,0,nn30,UUAA,1401,38,-292,37,0.223,0.491464,133.98134,11.62594,0855555+113733,7.774,0.0322,3,1.807,0.0395,3,0,0,0,0,133.98134,11.62594,HD76351,08531+1149,F08531+1149,60 CNC,HR 3550,HD 76351,K5III,6.051,1.267,6.38,1.26,08 55 55.5481,+11 37 33.684,Variable star,8,55,55.5481,11,37,33.684,133.9814504,11.62602333
0.848443,J111717.43+020036.7,169.3226280,+2.0102147,0.0468,0.0257,15.0,-1.206,-0.114,1.398,1.237,2.265,1.537,1.331,,,0.043,0.024,0.256,0.248,0.282,1694101501351053083,hh00,0,nn00,UUAA,-582,41,605,34,1.346,1.068603,169.32276,2.01041,1117174+020037,17.74,0.0981,3,3.971,0.101,3,0,0,0,0,169.32276,2.01041,HD98118,11147+0217,F11147+0217,75 LEO,HR 4371,HD 98118,M0III,12.89,3.191,12.8,3.26,11 17 17.4003,+02 00 38.001,Star,11,17,17.4003,2,0,38.001,169.3225013,2.010555833
1.378106,J042256.17+173232.8,65.7340649,+17.5424590,0.0216,0.0206,98.2,-0.984,-0.277,1.664,1.554,2.094,1.579,1.643,,,0.019,0.017,0.248,0.198,0.228,650118101351000001,hh00,0,nn30,UUAA,392,38,258,31,1.234,1.577988,65.7339,17.54211,0422561+173231,13.86,0.0251,3,3.074,0.0892,3,0,0,0,0,65.7339,17.54211,HD27697,04200+1725,F04200+1725,DEL 1 TAU,HR 1373,HD 27697,G9.5III,10.32,2.205,10.1,2.21,04 22 56.0933,+17 32 33.051,binary,4,22,56.0933,17,32,33.051,65.73372208,17.54251417
0.495455,J011344.95+243501.1,18.4373128,+24.5836552,0.0195,0.0141,35.1,0.701,0.968,2.345,2.272,2.911,2.434,2.376,,,0.009,0.018,0.292,0.226,0.306,181124201351045770,hh00,0,nn30,UUAA,93,28,70,29,0.136,0.643811,18.43723,24.58354,0113449+243500,6.971,0.0199,3,1.533,0.0177,3,0,0,0,0,18.43723,24.58354,HD7318,01110+2419,F01110+2419,PHI PSC,HR 360,HD 7318,K0III,5.935,1.153,6.1,1.25,01 13 44.9471,+24 35 01.367,Star in double system,1,13,44.9471,24,35,1.367,18.43727958,24.58371306
0.491581,J050020.80+811139.0,75.0866838,+81.1941833,0.0269,0.0226,75.2,0.091,0.447,2.059,1.978,3.092,2.266,2.108,,,0.015,0.015,0.268,0.252,0.268,778181701351007890,hh00,0,nn31,UUAA,490,35,-77,35,0.218,0.160244,75.08649,81.19405,0500207+811138,8.842,0.0615,3,1.999,0.0525,3,0,0,0,0,75.08649,81.19405,HD30338,04509+8107,F04509+8107,SAO 783,HR 1523,HD 30338,K3III,6.673,1.617,6.49,1.61,05 00 20.7207,+81 11 38.716,Star,5,0,20.7207,81,11,38.716,75.08633625,81.19408778
0.570496,J092103.12+342333.3,140.2630384,+34.3925993,0.0365,0.0251,173.5,-1.510,0.753,-0.469,-0.731,0.120,-0.578,-0.656,,,0.365,0.005,0.220,0.170,0.172,1407134801351015430,HHHH,0,nnnn,UUCA,255,53,-823,70,2.774,1.56917,140.26323,34.39261,0921031+342333,113.7,2.01,3,24.64,0.0615,3,0,0,0,0,140.26323,34.39261,HD80493,09180+3436,F09180+3436,ALP LYN,HR 3705,HD 80493,K7IIIab,83.78,19.64,86.9,19.6,09 21 03.3012,+34 23 33.223,Variable star,9,21,3.3012,34,23,33.223,140.263755,34.39256194
0.811833,J020710.54+232742.8,31.7939534,+23.4619006,0.1071,0.0791,116.1,-0.620,1.645,-0.467,-0.701,-0.196,-0.749,-0.783,,,0.326,0.010,0.218,0.156,0.176,325122701351054606,HHHH,0,nnnn,UUBA,-30,153,-732,132,2.893,1.927708,31.79382,23.46209,0207105+232743,114.9,1.09,3,24.22,0.163,3,0,0,0,0,31.79382,23.46209,HD12929,02043+2313,F02043+2313,ALP ARI,HR 617,HD 12929,K2-IIIab,84.76,20.01,77.8,20.3,02 07 10.4071,+23 27 44.723,Variable star,2,7,10.4071,23,27,44.723,31.79336292,23.46242306
0.694626,J123444.00+700118.2,188.6833431,+70.0217451,0.0203,0.0182,177.4,-0.808,0.045,1.634,1.510,2.575,1.730,1.661,,,0.015,0.017,0.224,0.200,0.222,1883169601351044529,hh00,0,nn10,UUAA,918,34,-700,32,0.283,0.749633,188.68278,70.02176,1234438+700118,13.65,0.0476,3,3.117,0.0135,3,0,0,0,0,188.68278,70.02176,HD109551,12326+7017,F12326+7017,6 DRA,HR 4795,HD 109551,K2.5III,10.22,2.471,10.6,2.51,12 34 44.0133,+70 01 18.371,Star,12,34,44.0133,70,1,18.371,188.6833888,70.02176972
0.167621,J111828.72+330539.9,169.6196747,+33.0944345,0.0995,0.0655,3.0,-1.690,-0.967,0.302,0.203,1.073,0.183,0.282,,,0.157,0.010,0.190,0.176,0.182,1691133301351020006,HHHH,1,nnnn,UUBA,717,91,1050,98,0.681,0.44844,169.61973,33.09443,1118287+330539,48.72,0.309,3,10.61,0.146,3,0,0,0,0,169.61973,33.09443,HD98262,11157+3322,F11157+3322,NU UMA,HR 4377,HD 98262,K3-III,35.22,8.297,35.7,8.25,11 18 28.7368,+33 05 39.500,Star in double system,11,18,28.7368,33,5,39.5,169.6197367,33.09430556
0.846241,J123507.68+182238.0,188.7820210,+18.3772319,0.0307,0.0296,127.0,0.530,1.054,2.530,2.329,3.116,2.538,2.424,,,0.019,0.016,0.194,0.200,0.226,1887118101351046057,hh00,1,nn41,UUAA,-2774,43,1691,38,1.186,0.485537,188.78219,18.37706,1235077+182237,6.525,0.0187,3,1.477,0.0347,3,0,0,0,0,188.78219,18.37706,HD109511,12326+1839,F12325+1839,24 COM,HR 4792,HD 109511,K2III,4.704,1.087,4.64,1.37,12 35 07.7597,+18 22 37.408,Variable star,12,35,7.7597,18,22,37.408,188.7823321,18.37705778
0.532657,J074607.40+183035.9,116.5308416,+18.5099734,0.0367,0.0199,4.2,-1.426,-0.691,1.393,1.199,2.065,1.277,1.238,,,0.027,0.017,0.278,0.190,0.182,1157118101351048225,hh00,0,nn00,UUAA,164,39,1035,39,0.733,0.924644,116.53088,18.50983,0746074+183035,18.64,0.0294,3,4.121,0.0127,3,0,0,0,0,116.53088,18.50983,HD62721,07432+1837,F07432+1837,81 GEM,HR 3003,HD 62721,K5III,13.67,3.299,13.6,3.29,07 46 07.4473,+18 30 36.157,Star,7,46,7.4473,18,30,36.157,116.5310304,18.51004361
0.725663,J050219.99+741610.0,75.5833246,+74.2694616,0.0269,0.0198,133.4,1.479,0.801,2.211,2.134,3.379,2.551,2.272,,,0.012,0.015,0.260,0.214,0.348,741174201351027547,hh00,1,nn30,UUAA,3624,37,2,35,0.826,0.399233,75.58288,74.2693,0502198+741609,7.327,0.0434,3,1.745,0.0288,3,0,0,0,0,75.58288,74.2693,HD31312,04559+7411,F04559+7411,,HR 1572,HD 31312,K5III,5.658,1.373,5.55,1.33,05 02 19.8135,+74 16 09.724,Star,5,2,19.8135,74,16,9.724,75.58255625,74.26936778
0.204301,J011705.09+445406.8,19.2712399,+44.9018956,0.0269,0.0238,39.3,0.209,0.712,2.157,2.018,3.471,2.544,2.321,,,0.016,0.020,0.308,0.238,0.284,191145401351005215,hh00,0,nn41,UUAA,94,28,66,28,0.566,0.36644,19.27116,44.9019,0117050+445406,8.253,0.0176,3,1.971,0.0259,3,0,0,0,0,19.27116,44.9019,HD7647,01141+4438,F01141+4438,,HR 372,HD 7647,K5III,6.508,1.545,6.44,1.62,01 17 05.0638,+44 54 07.172,Star,1,17,5.0638,44,54,7.172,19.27109917,44.90199222
1.085110,J105318.79+341250.7,163.3283266,+34.2140862,0.0408,0.0312,34.6,-1.028,-0.376,1.410,1.292,,,,,,0.038,0.010,,,,1626134801351000001,hh00,0,nn00,UUAA,1250,47,132,38,,1.995688,163.32813,34.21434,1053187+341251,17.69,0.0606,3,3.778,0.0707,3,0,0,0,0,163.32813,34.21434,HD94264,10505+3428,F10505+3428,46 LMI,HR 4247,HD 94264,K0+III-IV,12.88,3.006,12.6,2.93,10 53 18.7051,+34 12 53.536,Variable star,10,53,18.7051,34,12,53.536,163.3279379,34.21487111
0.394891,J072156.83+202637.1,110.4868181,+20.4436465,0.0485,0.0261,30.5,-1.173,-0.658,1.459,1.257,2.308,1.494,1.285,,,0.040,0.014,0.274,0.156,0.200,1104119601351053892,hhHH,0,nnnn,UUAA,1052,43,532,40,0.807,0.610399,110.48679,20.44354,0721568+202636,17.7,0.0759,3,3.895,0.0304,3,0,0,0,0,110.48679,20.44354,HD57423,07189+2032,F07189+2032,56 GEM,HR 2795,HD 57423,M0IIIab,12.62,2.962,12.8,3.19,07 21 56.8607,+20 26 37.170,Variable star,7,21,56.8607,20,26,37.17,110.4869196,20.44365833
0.825569,J105334.40+543506.0,163.3933352,+54.5850048,0.0251,0.0199,170.1,-0.359,0.223,1.967,1.915,2.880,2.237,2.057,,,0.016,0.015,0.244,0.196,0.240,1634154501351031981,hh00,0,nn30,UUAA,1019,37,-1131,34,0.578,0.465539,163.39341,54.58523,1053344+543506,9.362,0.0117,3,2.143,0.0173,3,0,0,0,0,163.39341,54.58523,HD94247,10505+5451,F10505+5450,44 UMA,HR 4246,HD 94247,K3III,7.336,1.698,7.56,1.8,10 53 34.4515,+54 35 06.462,Star,10,53,34.4515,54,35,6.462,163.3935479,54.58512833
0.690916,J125954.86+663550.0,194.9786072,+66.5972498,0.0320,0.0219,81.3,0.382,0.880,2.313,2.135,3.080,2.358,2.119,,,0.019,0.018,0.218,0.170,0.238,1966166601351036578,0h00,0,nn40,UUAA,1208,38,370,39,0.856,1.903833,194.97813,66.59728,1259547+663550,7.505,0.0193,3,1.705,0.0313,3,0,0,0,0,194.97813,66.59728,HD113092,12580+6652,F12580+6651,9 DRA,HR 4928,HD 113092,K2III,5.454,1.301,5.5,1.37,12 59 55.0707,+66 35 50.179,Star,12,59,55.0707,66,35,50.179,194.9794613,66.59727194
0.763975,J025903.69+351059.7,44.7654016,+35.1832661,0.0209,0.0157,108.0,1.171,0.585,2.089,2.020,2.819,2.243,2.103,,,0.011,0.018,0.212,0.198,0.268,438134801351045166,hh00,1,nn30,UUAA,3206,38,1853,37,0.469,0.254293,44.76524,35.1831,0259036+351059,8.751,0.0456,3,1.889,0.0507,3,0,0,0,0,44.76524,35.1831,HD18449,02559+3459,F02559+3459,24 PER,HR 882,HD 18449,K2III,6.401,1.487,6.59,1.52,02 59 03.6766,+35 10 59.262,Star,2,59,3.6766,35,10,59.262,44.76531917,35.18312833
0.332517,J121948.69+485903.1,184.9529147,+48.9842087,0.0401,0.0230,48.7,-1.254,-0.430,1.080,0.987,2.080,1.277,1.042,,,0.044,0.015,0.254,0.154,0.196,1844148401351056001,HHHH,0,nnnn,UUAA,-281,35,496,34,0.264,0.459712,184.95302,48.98427,1219487+485903,21.98,0.036,3,5.016,0.0322,3,0,0,0,0,184.95302,48.98427,HD107274,12173+4915,F12173+4915,3 CVN,HR 4690,HD 107274,M0III,16.53,3.901,17.4,3.85,12 19 48.7103,+48 59 02.935,Star,12,19,48.7103,48,59,2.935,184.9529596,48.98414861
0.530837,J021303.37+151647.2,33.2640793,+15.2798015,0.0280,0.0202,94.6,-0.426,0.204,1.771,1.648,2.665,1.885,1.605,,,0.015,0.013,0.230,0.160,0.206,328115101351026050,HHHH,0,nnnn,UUAA,68,30,105,28,0.906,0.63595,33.26393,15.27977,0213033+151647,11.95,0.0838,3,3.298,0.477,3,0,0,0,0,33.26393,15.27977,HD13596,02103+1502,F02103+1502,19 ARI,HR 648,HD 13596,M0III,9.036,2.072,9.07,2.05,02 13 03.3053,+15 16 47.494,Variable star,2,13,3.3053,15,16,47.494,33.26377208,15.27985944
0.589849,J021313.30+441354.0,33.3054324,+44.2316909,0.0295,0.0162,160.8,-1.148,-0.227,1.276,1.181,2.340,1.498,1.329,,,0.023,0.011,0.292,0.206,0.200,332143901351042929,hh00,0,nn20,UUAA,-107,24,312,25,0.304,0.358029,33.30557,44.23156,0213133+441353,18.64,0.0597,3,4.17,0.0235,3,0,0,0,0,33.30557,44.23156,HD13520,02100+4359,F02100+4359,60 AND,HR 643,HD 13520,K3.5III,13.61,3.585,13.5,3.48,02 13 13.3241,+44 13 53.947,Variable star,2,13,13.3241,44,13,53.947,33.30551708,44.23165194
